Reference Date,PUN Target,Date,PUN,Gas Price,Petrol Price,Coal Price,estrazione di petrolio greggio,estrazione di gas naturale,inizio guerra usa,inizio guerra algeria,inizio guerra nigeria,inizio guerra libia,inizio guerra arabia,inizio guerra quatar,inizio guerra iraq,inizio guerra azerbaijan,inizio guerra russia,inizio guerra civile usa,inizio guerra civile algeria,inizio guerra civile nigeria,inizio guerra civile libia,inizio guerra civile arabia,inizio guerra civile quatar,inizio guerra civile iraq,inizio guerra civile azerbaijan,inizio guerra civile russia,avvisaglie guerra usa,avvisaglie guerra algeria,avvisaglie guerra nigeria,avvisaglie guerra libia,avvisaglie guerra arabia,avvisaglie guerra quatar,avvisaglie guerra iraq,avvisaglie guerra azerbaijan,avvisaglie guerra russia,sanzioni verso usa,sanzioni verso algeria,sanzioni verso nigeria,sanzioni verso libia,sanzioni verso arabia,sanzioni verso quatar,sanzioni verso iraq,sanzioni verso azerbaijan,sanzioni verso russia,crisi economica,pandemia,lockdown,stato di emergenza
2010/09,66.55,2010/08,69.91,41.83,71.92,91.25,106.6,228.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010/08,69.91,2010/07,70.9,40.66,78.95,92.75,103.4,226.4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010/07,70.9,2010/06,60.2,45.49,75.63,94.4,106.2,222.6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010/06,60.2,2010/05,59.36,36.63,73.97,89.7,108.3,229.4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010/05,59.36,2010/04,61.31,33.13,86.15,83.7,109.5,247.2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010/04,61.31,2010/03,62.82,29.71,83.76,75.4,111.9,242.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010/03,62.82,2010/02,62.55,31.34,79.66,75.6,83.1,210.7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010/02,62.55,2010/01,63.45,38.77,72.89,85.7,100.0,237.2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010/01,63.45,2009/12,57.39,33.72,79.36,83.6,108.0,236.2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009/12,57.39,2009/11,53.93,29.57,77.28,77.35,104.1,223.6,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009/11,53.93,2009/10,57.63,36.81,77.0,74.15,100.7,227.7,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009/10,57.63,2009/09,66.49,32.42,70.61,70.9,81.7,214.3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009/09,66.49,2009/08,71.07,26.1,69.96,70.4,89.7,227.7,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009/08,71.07,2009/07,60.5,22.29,69.45,67.7,81.8,226.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009/07,60.5,2009/06,51.82,25.99,69.89,62.85,89.0,216.7,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009/06,51.82,2009/05,58.51,26.19,66.31,62.75,95.4,236.2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009/05,58.51,2009/04,58.36,28.51,51.12,60.55,92.2,228.3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009/04,58.36,2009/03,69.1,31.97,49.66,63.9,94.7,244.8,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009/03,69.1,2009/02,76.95,33.52,44.76,69.0,77.8,214.3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009/02,76.95,2009/01,83.45,62.25,41.68,76.75,94.0,247.9,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009/01,83.45,2008/12,84.87,58.53,44.6,82.3,98.3,207.1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008/12,84.87,2008/11,87.65,60.97,54.43,87.9,98.8,201.6,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008/11,87.65,2008/10,99.07,76.11,67.81,105.0,102.8,217.4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008/10,99.07,2008/09,97.23,85.26,100.64,148.0,99.3,260.2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008/09,97.23,2008/08,90.95,78.64,115.46,192.5,105.6,268.7,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008/08,90.95,2008/07,97.32,62.24,124.08,193.75,109.0,218.4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008/07,97.32,2008/06,83.49,73.3,140.0,218.0,108.6,262.2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008/06,83.49,2008/05,80.09,65.38,127.35,158.0,110.2,274.6,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008/05,80.09,2008/04,80.62,60.58,113.46,142.0,111.5,267.7,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008/04,80.62,2008/03,74.54,57.93,101.58,129.0,114.5,274.6,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008/03,74.54,2008/02,81.49,53.54,101.84,143.1,110.0,250.6,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008/02,81.49,2008/01,86.24,51.18,91.75,139.5,118.6,273.9,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008/01,86.24,2007/12,81.08,52.28,95.98,127.5,115.2,242.4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007/12,81.08,2007/11,90.82,50.58,88.71,128.0,117.5,253.3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007/11,90.82,2007/10,69.86,54.27,94.53,126.0,120.5,271.8,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007/10,69.86,2007/09,69.84,42.55,81.66,95.6,118.6,248.9,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007/09,69.84,2007/08,63.01,27.51,74.04,86.55,124.9,275.6,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007/08,63.01,2007/07,83.83,28.07,78.21,81.4,114.2,274.9,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007/07,83.83,2007/06,67.16,21.36,70.68,78.3,121.2,275.6,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007/06,67.16,2007/05,63.03,20.88,64.01,73.65,126.2,284.8,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007/05,63.03,2007/04,55.5,17.15,65.71,71.5,120.9,277.6,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007/04,55.5,2007/03,61.47,20.29,65.87,72.0,125.1,292.4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007/03,61.47,2007/02,69.77,18.81,61.79,69.25,115.0,273.9,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007/02,69.77,2007/01,76.34,23.27,58.14,67.5,128.2,298.9,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007/01,76.34,2006/12,76.28,32.22,61.05,68.0,125.7,299.6,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006/12,76.28,2006/11,74.01,46.89,63.13,68.75,116.8,297.5,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006/11,74.01,2006/10,71.31,56.27,58.73,67.75,121.9,309.8,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006/10,71.31,2006/09,76.62,54.82,62.91,65.5,116.0,299.2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006/09,76.62,2006/08,74.39,43.46,70.26,68.45,119.7,315.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
